Week Ending Date,Game Type,Sales Amount
05/13/2017,Instaplay,166734.00
05/20/2017,Lotto,1844312.00
05/20/2017,Instant,5158513.00
05/20/2017,Pulltab,270252.27
05/20/2017,Instaplay,213311.00
05/27/2017,Lotto,2121202.00
05/27/2017,Instant,5564933.00
05/27/2017,Pulltab,197910.00
05/27/2017,Instaplay,257768.00
06/03/2017,Lotto,2342389.50
06/03/2017,Instant,4313839.00
06/03/2017,Pulltab,170235.00
06/03/2017,Instaplay,201611.00
06/10/2017,Lotto,3419128.50
06/10/2017,Instant,4442695.00
06/10/2017,Pulltab,187640.02
06/10/2017,Instaplay,117738.00
06/17/2017,Lotto,1488939.50
06/17/2017,Instant,4957928.00
06/17/2017,Pulltab,197351.78
06/17/2017,Instaplay,117227.00
06/24/2017,Lotto,1541703.50
06/24/2017,Instant,4233615.00
06/24/2017,Pulltab,168210.00
06/24/2017,Instaplay,142607.00
07/01/2017,Lotto,1648584.00
07/01/2017,Instant,4693854.00
07/01/2017,Pulltab,218908.52
07/01/2017,Instaplay,183099.00
07/08/2017,Lotto,1654019.50
07/08/2017,Instant,4069050.00
07/08/2017,Pulltab,113615.00
07/08/2017,Instaplay,250246.00
07/15/2017,Lotto,1754410.00
07/15/2017,Instant,3839843.00
07/15/2017,Pulltab,231171.84
07/15/2017,Instaplay,183386.00
07/22/2017,Lotto,1826460.00
07/22/2017,Instant,4906122.00
07/22/2017,Pulltab,196622.75
07/22/2017,Instaplay,169015.00
07/29/2017,Lotto,1969502.00
07/29/2017,Instant,4584827.00
07/29/2017,Pulltab,184275.00
07/29/2017,Instaplay,188249.00
08/05/2017,Lotto,2393899.00
08/05/2017,Instant,4006847.00
08/05/2017,Pulltab,235669.50
08/05/2017,Instaplay,197000.00
08/12/2017,Lotto,3621314.00
08/12/2017,Instant,3989847.00
08/12/2017,Pulltab,187509.51
08/12/2017,Instaplay,154637.00
08/19/2017,Lotto,5109061.50
08/19/2017,Instant,4433239.00
08/19/2017,Pulltab,193185.00
08/19/2017,Instaplay,172755.00
08/26/2017,Lotto,5920655.50
08/26/2017,Instant,3927531.00
08/26/2017,Pulltab,243031.51
08/26/2017,Instaplay,170588.00
09/02/2017,Lotto,1507875.50
09/02/2017,Instant,4508027.00
09/02/2017,Pulltab,159535.31
09/02/2017,Instaplay,171103.00
09/09/2017,Lotto,1557544.00
09/09/2017,Instant,3963157.00
09/09/2017,Pulltab,187245.00
09/09/2017,Instaplay,125973.00
09/16/2017,Lotto,1621515.50
09/16/2017,Instant,3866873.00
09/16/2017,Pulltab,187515.00
09/16/2017,Instaplay,145074.00
09/23/2017,Lotto,1496364.00
09/23/2017,Instant,5697883.00
09/23/2017,Pulltab,166185.00
09/23/2017,Instaplay,181569.00
09/30/2017,Lotto,1441213.00
09/30/2017,Instant,3801911.00
09/30/2017,Pulltab,201276.51
09/30/2017,Instaplay,240057.00
10/07/2017,Lotto,1521433.00
10/07/2017,Instant,3792936.00
10/07/2017,Pulltab,136110.98
10/07/2017,Instaplay,195641.00
10/14/2017,Lotto,1585506.50
10/14/2017,Instant,4163803.00
10/14/2017,Pulltab,206415.00
10/14/2017,Instaplay,154714.00
10/21/2017,Lotto,1593325.50
10/21/2017,Instant,3317275.00
10/21/2017,Pulltab,199260.00
10/21/2017,Instaplay,153840.00
10/28/2017,Lotto,1512121.50
10/28/2017,Instant,6222258.00
10/28/2017,Pulltab,166590.00
10/28/2017,Instaplay,163701.00
11/04/2017,Lotto,1369401.50
11/04/2017,Instant,4056632.00
11/04/2017,Pulltab,240705.00
11/04/2017,Instaplay,176000.00
11/11/2017,Lotto,1390317.00
11/11/2017,Instant,4138593.00
11/11/2017,Pulltab,162984.00
11/11/2017,Instaplay,179121.00
11/18/2017,Lotto,1549074.50
11/18/2017,Instant,5601800.00
11/18/2017,Pulltab,240570.00
11/18/2017,Instaplay,157010.00
11/25/2017,Lotto,1538469.00
11/25/2017,Instant,3905830.00
11/25/2017,Pulltab,120186.96
11/25/2017,Instaplay,136076.00
12/02/2017,Lotto,1655823.50
12/02/2017,Instant,4673189.00
12/02/2017,Pulltab,224837.28
12/02/2017,Instaplay,169114.00
12/09/2017,Lotto,1732127.50
12/09/2017,Instant,4554290.00
12/09/2017,Pulltab,194163.25
12/09/2017,Instaplay,194275.00
12/16/2017,Lotto,2027417.50
12/16/2017,Instant,4382312.00
12/16/2017,Pulltab,168210.00
12/16/2017,Instaplay,191944.00
12/23/2017,Lotto,2668041.50
12/23/2017,Instant,5437033.00
12/23/2017,Pulltab,291735.00
12/23/2017,Instaplay,248452.00
12/30/2017,Lotto,2989821.00
12/30/2017,Instant,4589358.00
12/30/2017,Pulltab,150149.78
12/30/2017,Instaplay,294266.00
01/06/2018,Lotto,5807381.00
01/06/2018,Instant,5252078.00
01/06/2018,Pulltab,114075.00
01/06/2018,Instaplay,206124.00
01/13/2018,Lotto,1448613.50
01/13/2018,Instant,4041543.00
01/13/2018,Pulltab,229280.00
01/13/2018,Instaplay,133826.00
01/20/2018,Lotto,1477223.00
01/20/2018,Instant,3976313.00
01/20/2018,Pulltab,177271.00
01/20/2018,Instaplay,126982.00
01/27/2018,Lotto,1544631.50
01/27/2018,Instant,6558756.00
01/27/2018,Pulltab,185895.00
01/27/2018,Instaplay,141610.00
02/03/2018,Lotto,1677418.50
02/03/2018,Instant,4687578.00
02/03/2018,Pulltab,188572.29
02/03/2018,Instaplay,176403.00
02/10/2018,Lotto,1609902.00
02/10/2018,Instant,4417931.00
02/10/2018,Pulltab,174825.00
02/10/2018,Instaplay,170148.00
02/17/2018,Lotto,1780597.50
02/17/2018,Instant,5671052.00
02/17/2018,Pulltab,184410.00
02/17/2018,Instaplay,200808.00
02/24/2018,Lotto,1825431.50
02/24/2018,Instant,4484306.00
02/24/2018,Pulltab,214380.00
02/24/2018,Instaplay,246268.00
03/03/2018,Lotto,2301148.50
03/03/2018,Instant,5128607.00
03/03/2018,Pulltab,185085.00
03/03/2018,Instaplay,203658.00
03/10/2018,Lotto,2361575.00
03/10/2018,Instant,4904437.00
03/10/2018,Pulltab,188190.00
03/10/2018,Instaplay,138223.00
03/17/2018,Lotto,3036842.00
03/17/2018,Instant,4885355.00
03/17/2018,Pulltab,259740.00
03/17/2018,Instaplay,133764.00
03/24/2018,Lotto,2008197.00
03/24/2018,Instant,5723366.00
03/24/2018,Pulltab,219240.00
03/24/2018,Instaplay,136557.00
03/31/2018,Lotto,2797064.00
03/31/2018,Instant,6376961.00
03/31/2018,Pulltab,187976.75
03/31/2018,Instaplay,146623.00
04/07/2018,Lotto,1495246.00
04/07/2018,Instant,5491541.00
04/07/2018,Pulltab,176451.75
04/07/2018,Instaplay,173166.00
04/14/2018,Lotto,1554867.00
04/14/2018,Instant,4969467.00
04/14/2018,Pulltab,177255.00
04/14/2018,Instaplay,214257.00
04/21/2018,Lotto,1627622.00
04/21/2018,Instant,5347278.00
04/21/2018,Pulltab,630855.00
04/21/2018,Instaplay,266984.00
04/28/2018,Lotto,1658653.50
04/28/2018,Instant,5543294.00
04/28/2018,Pulltab,270416.02
04/28/2018,Instaplay,307326.00
05/05/2018,Lotto,2079836.50
05/05/2018,Instant,5167980.00
05/05/2018,Pulltab,287145.00
05/05/2018,Instaplay,166469.00
05/12/2018,Lotto,1915745.50
05/12/2018,Instant,4588997.00
05/12/2018,Pulltab,211950.00
05/12/2018,Instaplay,140317.00
05/19/2018,Lotto,1924006.00
05/19/2018,Instant,4942194.00
05/19/2018,Pulltab,267300.00
05/19/2018,Instaplay,201493.00
05/26/2018,Lotto,1612944.50
05/26/2018,Instant,4459901.00
05/26/2018,Pulltab,280502.80
05/26/2018,Instaplay,213023.00
06/02/2018,Lotto,1425287.00
06/02/2018,Instant,4873618.00
06/02/2018,Pulltab,189090.50
06/02/2018,Instaplay,205195.00
06/09/2018,Lotto,1522426.50
06/09/2018,Instant,4287919.00
06/09/2018,Pulltab,184626.00
06/09/2018,Instaplay,187643.00
06/16/2018,Lotto,1595771.00
06/16/2018,Instant,4301203.00
06/16/2018,Pulltab,289035.00
06/16/2018,Instaplay,202110.00
06/23/2018,Lotto,1559303.50
06/23/2018,Instant,4563353.00
06/23/2018,Pulltab,221491.52
06/23/2018,Instaplay,251403.00
06/30/2018,Lotto,1550223.50
06/30/2018,Instant,4791427.00
06/30/2018,Pulltab,233550.00
06/30/2018,Instaplay,301122.00
09/01/2018,Instaplay,204317.00
07/14/2018,Pulltab,272700.00
09/29/2018,Lotto,1930175.50
09/08/2018,Pulltab,122310.00
08/18/2018,Pulltab,276480.00
07/14/2018,Instant,3733454.00
07/07/2018,Lotto,1626105.50
07/28/2018,Instaplay,524578.00
09/22/2018,Pulltab,240245.99
08/04/2018,Pulltab,223425.00
09/29/2018,Instaplay,191310.00
07/28/2018,Pulltab,186975.00
09/22/2018,Instant,4572766.00
08/18/2018,Instant,4555086.00
09/08/2018,Instaplay,184102.00
08/04/2018,Lotto,1625227.50
08/25/2018,Lotto,1449684.00
08/11/2018,Lotto,1714024.50
09/22/2018,Lotto,1724786.00
09/29/2018,Instant,4631593.00
08/25/2018,Instaplay,201240.00
07/21/2018,Pulltab,241110.00
08/18/2018,Lotto,1402474.00
08/18/2018,Instaplay,191115.00
08/25/2018,Instant,3889064.00
07/21/2018,Instant,4854769.00
07/21/2018,Lotto,2208987.50
07/21/2018,Instaplay,561137.00
08/11/2018,Instaplay,209087.00
07/28/2018,Lotto,2255217.00
08/04/2018,Instaplay,204262.00
09/01/2018,Pulltab,202962.79
09/15/2018,Instaplay,165418.00
09/15/2018,Lotto,1654939.00
09/22/2018,Instaplay,180067.00
07/07/2018,Instant,3980021.00
07/07/2018,Pulltab,146453.54
07/07/2018,Instaplay,358619.00
09/08/2018,Lotto,1554872.00
07/14/2018,Lotto,1819357.00
08/25/2018,Pulltab,199111.96
09/01/2018,Lotto,1497395.00
09/01/2018,Instant,4875780.00
09/08/2018,Instant,4185147.00
09/15/2018,Instant,3984678.00
07/14/2018,Instaplay,476476.00
08/04/2018,Instant,3905609.00
08/11/2018,Pulltab,173670.79
09/15/2018,Pulltab,221305.03
07/28/2018,Instant,4495863.00
08/11/2018,Instant,4013184.00
09/29/2018,Pulltab,222210.00
10/06/2018,Lotto,2345259.00
10/06/2018,Instant,3874390.00
10/06/2018,Pulltab,145549.99
10/06/2018,Instaplay,203760.00
10/13/2018,Lotto,3135227.00
10/13/2018,Instant,3681804.00
10/13/2018,Pulltab,245658.24
10/13/2018,Instaplay,164685.00
10/20/2018,Lotto,9605795.00
10/20/2018,Instant,4346330.00
10/20/2018,Pulltab,136080.00
10/20/2018,Instaplay,177942.00
10/27/2018,Lotto,10020670.50
10/27/2018,Instant,6664058.00
10/27/2018,Pulltab,246240.00
10/27/2018,Instaplay,190244.00
11/03/2018,Lotto,1556820.50
11/03/2018,Instant,4671462.00
11/03/2018,Pulltab,212130.97
11/03/2018,Instaplay,233344.00
11/10/2018,Lotto,1537999.00
11/10/2018,Instant,4113183.00
11/10/2018,Pulltab,207448.84
11/10/2018,Instaplay,240656.00
11/17/2018,Lotto,1591478.00
11/17/2018,Instant,5823140.00
11/17/2018,Pulltab,197165.52
11/17/2018,Instaplay,217127.00
11/24/2018,Lotto,1640018.00
11/24/2018,Instant,4223644.00
11/24/2018,Pulltab,172935.00
11/24/2018,Instaplay,148147.00
12/01/2018,Lotto,1606769.00
12/01/2018,Instant,4805736.00
12/01/2018,Pulltab,251181.74
12/01/2018,Instaplay,159800.00
12/08/2018,Lotto,1763530.00
12/08/2018,Instant,4394024.00
12/08/2018,Pulltab,181710.00
12/08/2018,Instaplay,180233.00
12/15/2018,Lotto,1808427.00
12/15/2018,Instant,4570477.00
12/15/2018,Pulltab,231390.00
12/15/2018,Instaplay,222930.00
12/22/2018,Lotto,1972128.00
12/22/2018,Instant,5408913.00
12/22/2018,Pulltab,254070.00
12/22/2018,Instaplay,287431.00
12/29/2018,Lotto,2250440.50
12/29/2018,Instant,5291834.00
12/29/2018,Pulltab,159840.00
12/29/2018,Instaplay,174995.00
01/05/2019,Lotto,1978473.50
01/05/2019,Instant,6203578.00
01/05/2019,Pulltab,171315.00
01/05/2019,Instaplay,191999.00
01/12/2019,Lotto,1473028.00
01/12/2019,Instant,5028103.00
01/12/2019,Pulltab,242910.77
01/12/2019,Instaplay,163783.00
01/19/2019,Lotto,1570658.00
01/19/2019,Instant,4594171.00
01/19/2019,Pulltab,250290.00
01/19/2019,Instaplay,193319.00
01/26/2019,Lotto,1482686.00
01/26/2019,Instant,6677042.00
01/26/2019,Pulltab,153225.00
01/26/2019,Instaplay,174775.00
02/02/2019,Lotto,1555236.50
02/02/2019,Instant,4679379.00
02/02/2019,Pulltab,196652.76
02/02/2019,Instaplay,184839.00
02/09/2019,Lotto,1685173.50
02/09/2019,Instant,4772644.00
02/09/2019,Pulltab,193987.04
02/09/2019,Instaplay,178364.00
02/16/2019,Lotto,1760489.00
02/16/2019,Instant,4445783.00
02/16/2019,Pulltab,187515.00
02/16/2019,Instaplay,177606.00
02/23/2019,Lotto,2042955.00
02/23/2019,Instant,6345503.00
02/23/2019,Pulltab,151196.29
02/23/2019,Instaplay,191073.00
03/02/2019,Lotto,2353258.00
03/02/2019,Instant,5061614.00
03/02/2019,Pulltab,214013.30
03/02/2019,Instaplay,213088.00
03/09/2019,Lotto,2567481.00
03/09/2019,Instant,4455383.00
03/09/2019,Pulltab,194265.00
03/09/2019,Instaplay,240319.00
03/16/2019,Lotto,2813382.00
03/16/2019,Instant,4654987.00
03/16/2019,Pulltab,223425.00
03/16/2019,Instaplay,291272.00
03/23/2019,Lotto,4397912.00
03/23/2019,Instant,5344569.00
03/23/2019,Pulltab,234630.00
03/23/2019,Instaplay,342770.00
03/30/2019,Lotto,4072143.00
03/30/2019,Instant,5691911.00
03/30/2019,Pulltab,213776.54
03/30/2019,Instaplay,425855.00
04/06/2019,Lotto,1646194.00
04/06/2019,Instant,4916814.00
04/06/2019,Pulltab,182758.28
04/06/2019,Instaplay,209711.00
04/13/2019,Lotto,1690303.50
04/13/2019,Instant,4780593.00
04/13/2019,Pulltab,233799.99
04/13/2019,Instaplay,183266.00
04/20/2019,Lotto,1768439.00
04/20/2019,Instant,5516512.00
04/20/2019,Pulltab,228758.76
04/20/2019,Instaplay,196386.00
04/27/2019,Lotto,1827351.50
04/27/2019,Instant,5412681.00
04/27/2019,Pulltab,148479.78
04/27/2019,Instaplay,212450.00
05/04/2019,Lotto,1929148.50
05/04/2019,Instant,4951127.00
05/04/2019,Pulltab,301160.75
05/04/2019,Instaplay,251414.00
05/11/2019,Lotto,1996942.50
05/11/2019,Instant,4973776.00
05/11/2019,Pulltab,209879.01
05/11/2019,Instaplay,229758.00
05/18/2019,Lotto,2036204.50
05/18/2019,Instant,4896093.00
05/18/2019,Pulltab,165076.50
05/18/2019,Instaplay,228708.00
05/25/2019,Lotto,2211734.50
05/25/2019,Instant,4627234.00
05/25/2019,Pulltab,281070.00
05/25/2019,Instaplay,262486.00
06/01/2019,Lotto,2502555.50
06/01/2019,Instant,5692445.00
06/01/2019,Pulltab,194265.00
06/01/2019,Instaplay,226785.00
06/08/2019,Lotto,2282018.50
06/08/2019,Instant,4297226.00
06/08/2019,Pulltab,157429.02
06/08/2019,Instaplay,151185.00
06/15/2019,Lotto,1592452.50
06/15/2019,Instant,4574012.00
06/15/2019,Pulltab,341539.02
06/15/2019,Instaplay,153819.00
06/22/2019,Lotto,1594896.00
06/22/2019,Instant,5005646.00
06/22/2019,Pulltab,190409.25
06/22/2019,Instaplay,172464.00
06/29/2019,Lotto,1577651.00
06/29/2019,Instant,5140151.00
06/29/2019,Pulltab,245605.74
06/29/2019,Instaplay,175558.00
07/06/2019,Lotto,1609766.00
07/06/2019,Instant,4069551.00
07/06/2019,Pulltab,159165.00
07/06/2019,Instaplay,179912.00
07/13/2019,Lotto,1648167.00
07/13/2019,Instant,3859680.00
07/13/2019,Pulltab,231795.00
07/13/2019,Instaplay,162359.00
07/20/2019,Lotto,1466288.00
07/20/2019,Instant,4806740.00
07/20/2019,Pulltab,231390.00
07/20/2019,Instaplay,172336.00
07/27/2019,Lotto,1445207.50
07/27/2019,Instant,4547086.00
07/27/2019,Pulltab,204390.00
07/27/2019,Instaplay,185111.00
08/03/2019,Lotto,1459508.50
08/03/2019,Instant,4270312.00
08/03/2019,Pulltab,231024.50
08/03/2019,Instaplay,227326.00
08/10/2019,Lotto,1501154.00
08/10/2019,Instant,4228897.00
08/10/2019,Pulltab,229365.00
08/10/2019,Instaplay,179553.00
08/17/2019,Lotto,1508234.00
08/17/2019,Instant,4809896.00
08/17/2019,Pulltab,208755.74
08/17/2019,Instaplay,176651.00
08/24/2019,Lotto,1381483.50
08/24/2019,Instant,3871575.00
08/24/2019,Pulltab,203715.00
08/24/2019,Instaplay,192327.00
08/31/2019,Lotto,1461539.50
08/31/2019,Instant,4891248.00
08/31/2019,Pulltab,236385.00
08/31/2019,Instaplay,176285.00
09/07/2019,Lotto,1450451.00
09/07/2019,Instant,4460910.00
09/07/2019,Pulltab,156887.48
09/07/2019,Instaplay,169243.00
09/14/2019,Lotto,1514006.00
09/14/2019,Instant,3859907.00
09/14/2019,Pulltab,213336.00
09/14/2019,Instaplay,185260.00
09/21/2019,Lotto,1565585.00
09/21/2019,Instant,4735503.00
09/21/2019,Pulltab,248805.00
09/21/2019,Instaplay,208072.00
09/28/2019,Lotto,1451809.50
09/28/2019,Instant,4679027.00
09/28/2019,Pulltab,207711.30
09/28/2019,Instaplay,251799.00
10/05/2019,Lotto,1384094.00
10/05/2019,Instant,3726941.00
10/05/2019,Pulltab,131919.57
10/05/2019,Instaplay,302257.00
10/12/2019,Lotto,1403428.00
10/12/2019,Instant,3510804.00
10/12/2019,Pulltab,259058.95
10/12/2019,Instaplay,224366.00
10/19/2019,Lotto,1480877.00
10/19/2019,Instant,4271198.00
10/19/2019,Pulltab,212464.49
10/19/2019,Instaplay,200442.00
10/26/2019,Lotto,1493895.00
10/26/2019,Instant,6449932.00
10/26/2019,Pulltab,182925.00
10/26/2019,Instaplay,196149.00
11/02/2019,Lotto,1541289.50
11/02/2019,Instant,4288913.00
11/02/2019,Pulltab,225720.00
11/02/2019,Instaplay,220677.00
11/09/2019,Lotto,1446298.50
11/09/2019,Instant,4195608.00
11/09/2019,Pulltab,208634.02
11/09/2019,Instaplay,214256.00
11/16/2019,Lotto,1438693.50
11/16/2019,Instant,5615989.00
11/16/2019,Pulltab,198315.00
11/16/2019,Instaplay,209313.00
11/23/2019,Lotto,1563686.00
11/23/2019,Instant,4347218.00
11/23/2019,Pulltab,242996.52
11/23/2019,Instaplay,273559.00
11/30/2019,Lotto,1616971.00
11/30/2019,Instant,4781082.00
11/30/2019,Pulltab,119340.00
11/30/2019,Instaplay,308372.00
12/07/2019,Lotto,1799114.50
12/07/2019,Instant,4177253.00
12/07/2019,Pulltab,233921.02
12/07/2019,Instaplay,501247.00
12/14/2019,Lotto,2000914.00
12/14/2019,Instant,4770840.00
12/14/2019,Pulltab,249075.00
12/14/2019,Instaplay,489568.00
12/21/2019,Lotto,1848578.00
12/21/2019,Instant,5409569.00
12/21/2019,Pulltab,272688.08
12/21/2019,Instaplay,191070.00
12/28/2019,Lotto,1691449.50
12/28/2019,Instant,4716328.00
12/28/2019,Pulltab,152685.00
12/28/2019,Instaplay,193791.00
01/04/2020,Lotto,1771895.50
01/04/2020,Instant,5191252.00
01/04/2020,Pulltab,218565.00
01/04/2020,Instaplay,213089.00
01/11/2020,Lotto,1811914.00
01/11/2020,Instant,5931871.00
01/11/2020,Pulltab,188595.00
01/11/2020,Instaplay,192921.00
01/18/2020,Lotto,1982027.50
01/18/2020,Instant,3605173.00
01/18/2020,Pulltab,251640.00
01/18/2020,Instaplay,192184.00
01/25/2020,Lotto,2238493.00
01/25/2020,Instant,4035795.00
01/25/2020,Pulltab,156600.00
01/25/2020,Instaplay,188727.00
02/01/2020,Lotto,2127467.00
02/01/2020,Instant,7030670.00
02/01/2020,Pulltab,243708.55
02/01/2020,Instaplay,211324.00
02/08/2020,Lotto,1559034.50
02/08/2020,Instant,4819841.00
02/08/2020,Pulltab,196554.76
02/08/2020,Instaplay,375655.00
02/15/2020,Lotto,1497566.50
02/15/2020,Instant,3828354.00
02/15/2020,Pulltab,272295.00
02/15/2020,Instaplay,320550.00
02/22/2020,Lotto,1416764.50
02/22/2020,Instant,6518402.00
02/22/2020,Pulltab,190467.48
02/22/2020,Instaplay,351320.00
02/29/2020,Lotto,1472730.50
02/29/2020,Instant,5578193.00
02/29/2020,Pulltab,186181.71
02/29/2020,Instaplay,395135.00
03/07/2020,Lotto,1593005.50
03/07/2020,Instant,3826802.00
03/07/2020,Pulltab,181583.09
03/07/2020,Instaplay,384255.00
03/14/2020,Lotto,1564990.00
03/14/2020,Instant,4520761.00
03/14/2020,Pulltab,229459.50
03/14/2020,Instaplay,425043.00
03/21/2020,Lotto,1458175.00
03/21/2020,Instant,4956859.00
03/21/2020,Pulltab,78975.00
03/21/2020,Instaplay,344586.00
03/28/2020,Lotto,1420217.50
03/28/2020,Instant,5403187.00
03/28/2020,Pulltab,18630.00
03/28/2020,Instaplay,361344.00
04/04/2020,Lotto,1420717.00
04/04/2020,Instant,4886444.00
04/04/2020,Pulltab,19980.00
04/04/2020,Instaplay,463403.00
07/09/2022,Lotto,1919539.50
07/09/2022,Instant,4519144.00
07/09/2022,Pulltab,195345.00
07/09/2022,Instaplay,842628.00
07/16/2022,Lotto,2388504.50
07/16/2022,Instant,4323691.00
07/16/2022,Pulltab,231390.00
07/16/2022,Instaplay,363268.00
07/23/2022,Lotto,4037914.00
07/23/2022,Instant,5556589.00
07/23/2022,Pulltab,281745.00
07/23/2022,Instaplay,353591.00
07/30/2022,Lotto,10046469.00
07/30/2022,Instant,5852479.00
07/30/2022,Pulltab,244080.00
07/30/2022,Instaplay,363285.00
08/06/2022,Lotto,1787889.00
08/06/2022,Instant,4480152.00
08/06/2022,Pulltab,239463.99
08/06/2022,Instaplay,395069.00
08/13/2022,Lotto,1618824.50
08/13/2022,Instant,4900245.00
08/13/2022,Pulltab,276962.72
08/13/2022,Instaplay,447206.00
08/20/2022,Lotto,1636095.50
08/20/2022,Instant,5371971.00
08/20/2022,Pulltab,246357.00
08/20/2022,Instaplay,404885.00
08/27/2022,Lotto,1725778.00
08/27/2022,Instant,5944341.00
08/27/2022,Pulltab,244620.00
08/27/2022,Instaplay,396940.00
09/03/2022,Lotto,1792644.50
09/03/2022,Instant,4890365.00
09/03/2022,Pulltab,211140.00
09/03/2022,Instaplay,465550.00
09/10/2022,Lotto,1746236.00
09/10/2022,Instant,4678086.00
09/10/2022,Pulltab,167996.78
09/10/2022,Instaplay,582090.00
09/17/2022,Lotto,1869270.50
09/17/2022,Instant,5069893.00
09/17/2022,Pulltab,212760.00
09/17/2022,Instaplay,386710.00
09/24/2022,Lotto,1950970.00
09/24/2022,Instant,4752223.00
09/24/2022,Pulltab,419927.52
09/24/2022,Instaplay,448596.00
10/01/2022,Lotto,2071322.00
10/01/2022,Instant,5725408.00
10/01/2022,Pulltab,193214.00
10/01/2022,Instaplay,385031.00
10/08/2022,Lotto,2249396.00
10/08/2022,Instant,3925370.00
10/08/2022,Pulltab,227958.02
10/08/2022,Instaplay,545168.00
10/15/2022,Lotto,2647228.50
10/15/2022,Instant,3926864.00
10/15/2022,Pulltab,254880.00
10/15/2022,Instaplay,496021.00
10/22/2022,Lotto,2711266.00
10/22/2022,Instant,6129890.00
10/22/2022,Pulltab,252855.00
10/22/2022,Instaplay,523826.00
10/29/2022,Lotto,5383861.00
10/29/2022,Instant,6478233.00
10/29/2022,Pulltab,209790.00
10/29/2022,Instaplay,607540.00
11/05/2022,Lotto,14068172.00
11/05/2022,Instant,4899041.00
11/05/2022,Pulltab,272838.98
11/05/2022,Instaplay,620736.00
11/12/2022,Lotto,7602457.50
11/12/2022,Instant,5316493.00
11/12/2022,Pulltab,255224.48
11/12/2022,Instaplay,546013.00
11/19/2022,Lotto,1867765.50
11/19/2022,Instant,6607450.00
11/19/2022,Pulltab,365519.74
11/19/2022,Instaplay,552198.00
11/26/2022,Lotto,1844943.00
11/26/2022,Instant,5612263.00
11/26/2022,Pulltab,143261.53
11/26/2022,Instaplay,561683.00
12/03/2022,Lotto,1926229.00
12/03/2022,Instant,5414305.00
12/03/2022,Pulltab,323730.00
12/03/2022,Instaplay,560813.00
12/10/2022,Lotto,1963755.00
12/10/2022,Instant,5985721.00
12/10/2022,Pulltab,281385.72
12/10/2022,Instaplay,611406.00
12/17/2022,Lotto,2002243.00
12/17/2022,Instant,5546561.00
12/17/2022,Pulltab,321030.00
12/17/2022,Instaplay,692174.00
12/24/2022,Lotto,2130149.00
12/24/2022,Instant,5264767.00
12/24/2022,Pulltab,150120.00
12/24/2022,Instaplay,624764.00
12/31/2022,Lotto,3389479.00
12/31/2022,Instant,5538091.00
12/31/2022,Pulltab,225720.00
12/31/2022,Instaplay,576738.00
01/07/2023,Lotto,4812634.50
01/07/2023,Instant,6677118.00
01/07/2023,Pulltab,195060.03
01/07/2023,Instaplay,610346.00
01/14/2023,Lotto,7049872.50
01/14/2023,Instant,4986297.00
01/14/2023,Pulltab,309420.00
01/14/2023,Instaplay,749406.00
01/21/2023,Lotto,2262665.50
01/21/2023,Instant,5070896.00
01/21/2023,Pulltab,280021.81
01/21/2023,Instaplay,836243.00
01/28/2023,Lotto,2442218.00
01/28/2023,Instant,7580814.00
01/28/2023,Pulltab,283500.00
01/28/2023,Instaplay,1036879.00
02/04/2023,Lotto,3208289.50
02/04/2023,Instant,5580997.00
02/04/2023,Pulltab,282668.52
02/04/2023,Instaplay,1205692.00
02/11/2023,Lotto,2316936.50
02/11/2023,Instant,5041349.00
02/11/2023,Pulltab,211689.52
02/11/2023,Instaplay,529983.00
02/18/2023,Lotto,1681567.00
02/18/2023,Instant,6981731.00
02/18/2023,Pulltab,272278.54
02/18/2023,Instaplay,477570.00
02/25/2023,Lotto,1790145.00
02/25/2023,Instant,6023911.00
02/25/2023,Pulltab,256691.52
02/25/2023,Instaplay,524448.00
03/04/2023,Lotto,1932857.00
03/04/2023,Instant,6259947.00
03/04/2023,Pulltab,263985.25
03/04/2023,Instaplay,625978.00
03/11/2023,Lotto,1779813.50
03/11/2023,Instant,5220309.00
03/11/2023,Pulltab,214787.75
03/11/2023,Instaplay,662060.00
03/18/2023,Lotto,1817281.50
03/18/2023,Instant,5033210.00
03/18/2023,Pulltab,289761.04
03/18/2023,Instaplay,722046.00
03/25/2023,Lotto,1929660.50
03/25/2023,Instant,6011469.00
03/25/2023,Pulltab,296767.25
03/25/2023,Instaplay,759864.00
04/01/2023,Lotto,2006411.50
04/01/2023,Instant,6469882.00
04/01/2023,Pulltab,269190.00
04/01/2023,Instaplay,601541.00
04/08/2023,Lotto,1987381.00
04/08/2023,Instant,5469905.00
04/08/2023,Pulltab,230917.43
04/08/2023,Instaplay,517836.00
04/15/2023,Lotto,2013351.50
04/15/2023,Instant,5367097.00
04/15/2023,Pulltab,274320.00
04/15/2023,Instaplay,1082946.00
04/22/2023,Lotto,1556271.00
04/22/2023,Instant,6487022.00
04/22/2023,Pulltab,233688.02
04/22/2023,Instaplay,1165326.00
04/29/2023,Lotto,1608170.00
04/29/2023,Instant,7719236.00
04/29/2023,Pulltab,224636.00
04/29/2023,Instaplay,527468.00
05/06/2023,Lotto,1586994.50
05/06/2023,Instant,6126323.00
05/06/2023,Pulltab,225289.53
05/06/2023,Instaplay,515503.00
05/13/2023,Lotto,1617539.50
05/13/2023,Instant,6017006.00
05/13/2023,Pulltab,293506.27
05/13/2023,Instaplay,504776.00
05/20/2023,Lotto,1690097.50
05/20/2023,Instant,6569256.00
